"Name","Sex","Event","Equipment","Age","AgeClass","Division","BodyweightKg","WeightClassKg","Squat1Kg","Squat2Kg","Squat3Kg","Squat4Kg","Best3SquatKg","Bench1Kg","Bench2Kg","Bench3Kg","Bench4Kg","Best3BenchKg","Deadlift1Kg","Deadlift2Kg","Deadlift3Kg","Deadlift4Kg","Best3DeadliftKg","TotalKg","Place","Wilks","McCulloch","Glossbrenner","IPFPoints","Tested","Country","Federation","Date","MeetCountry","MeetState","MeetName","id","na_count"
"Luke McCann","M","SBD","Wraps",30,"24-34","M-O-CR-IPO",74.25,"75",-200,200,NA,NA,200,130,137.5,140,NA,140,190,-210,NA,NA,190,530,"1",380.33,380.33,367.98,560.38,"","","IrishPO","2019-03-23","Ireland","","National Powerlifting Championships",1257090,5
"Viktor Fomenko","M","SBD","Single-ply",22.5,"20-23","Open",67.25,"67.5",-172.5,-180,-180,NA,NA,125,127.5,130,NA,130,225,265.5,-270.5,NA,265.5,NA,"DQ",NA,NA,NA,NA,"Yes","","UkrainePF","1991-02-02","Ukraine","","Ukrainian Powerlifting Championships",38526,9
"Luis Guevara","M","SBD","Single-ply",32.5,"24-34","O",93.2,"100",-170,-170,170,NA,170,-120,120,130,NA,130,180,195,202.5,NA,202.5,502.5,"3",315.34,315.34,303.64,407.54,"Yes","Venezuela","IBSA","2010-10-18","Turkey","","World Powerlifting Championships",1199783,3
"Daniel Ruprecht","M","SBD","Single-ply",17.5,"18-19","Youth",81.1,"82.5",140,150,155,NA,155,92.5,97.5,100,NA,100,175,185,-202.5,NA,185,440,"4",297.84,315.71,287.64,393.13,"Yes","","BVDK","2008-10-24","Germany","","Deutsche Meisterschaft Jugend/Junioren",19210,3
"Cannon Greco Hiranaka","M","SBD","Raw",18.5,"18-19","MR-T3",71.1,"74",170,172.5,175,NA,175,110,117.5,-120,NA,117.5,215,227.5,-232.5,NA,227.5,520,"4",385.11,400.51,373,566.46,"Yes","","USAPL","2015-10-15","USA","","Raw Nationals",663505,3
"Barbra Auva'a","F","SBD","Raw",23,"20-23","Juniors",75,"84",145,155,160,NA,160,75,82.5,-87.5,NA,82.5,155,165,170.5,NA,170.5,413,"1",392.61,392.61,345.36,661.86,"Yes","New Zealand","NZPF","2016-07-09","New Zealand","","NZ Record Breakers",934479,3
"Franco Cornejo","M","SBD","Single-ply",17.5,"18-19","Sub-Juniors",104.3,"105",-180,180,NA,NA,180,140,160,170,NA,170,180,-200,200,NA,200,550,"1",329.43,349.2,316.19,415.62,"Yes","Peru","FESUPO","2016-07-14","Brazil","","Sudamericano de Powerlifting Equipado",1352398,4
"Felix Kappmeyer","M","SBD","Raw",21,"20-23","Juniors",110.9,"120",235,-242.5,NA,NA,235,170,177.5,185,NA,185,275,287.5,290,NA,290,710,"1",416.8,425.14,399.14,601.41,"Yes","","BVDK","2017-12-09","Germany","NW","NRW Cup",16880,4
"Laura Bevilacqua","F","SBD","Raw",22.5,"20-23","FR-Jr",55.7,"57",100,107.5,-115,NA,107.5,-52.5,-52.5,-52.5,NA,NA,95,-100,-100,NA,95,NA,"DQ",NA,NA,NA,NA,"Yes","","USAPL","2016-11-13","USA","NJ","New Jersey Iron Gobbler Championship",737897,9
"Orchard Muntu","M","SBD","Single-ply",16,"16-17","M_TES_2_WPC",69.25,"75",120,127.5,132.5,NA,132.5,70,75,-87.5,NA,75,157.5,172.5,182.5,NA,182.5,390,"1",294.69,333.01,285.63,391.08,"","USA","WPC","2018-11-05","USA","FL","World Championships",616541,3
"Jens Aarhus","M","SBD","Single-ply",62.5,"60-64","Masters 3",91.82,"93",240,250,-257.5,NA,250,140,152.5,157.5,NA,157.5,210,225,-230,NA,225,632.5,"3",399.78,556.89,385.08,502.4,"Yes","Sweden","IPF","2017-10-01","Sweden","","World Masters Powerlifting Championships",1031269,3
"Shaun Beattie","M","SBD","Raw",29.5,"24-34","M-C-Open",82.9,"83",152.5,160,165,NA,165,100,105,-107.5,NA,105,180,190,-200,NA,190,460,"12",307.27,307.27,296.61,437.91,"Yes","","ScottishPL","2019-02-10","Scotland","","Scottish Eastern Districts",1274042,3
"Dani Morand","M","SBD","Wraps",22,"20-23","MJR-AD",97.5,"100",197.5,215,227.5,NA,227.5,130,142.5,150,NA,150,210,227.5,230,NA,230,607.5,"1",373.6,377.34,359.32,543.94,"Yes","","UPA","2014-02-15","USA","IA","Powerlifting & Bench Press National Chamionships",1359611,3
"Alla Lunevska","F","SBD","Single-ply",18.5,"18-19","Open",65.5,"67.5",110,-120,-120,NA,110,50,-55,-55,NA,50,110,-120,-120,NA,110,270,"12",281.66,292.93,248.58,397.27,"Yes","","UkrainePF","2004-03-02","Ukraine","","Ukrainian Powerlifting Championships",30270,3
"Taylor Nugent","F","SBD","Wraps",25,"24-34","Open",58.74,"60",74.84,79.38,83.91,NA,83.91,43.09,47.63,-49.9,NA,47.63,120.2,-122.47,124.74,NA,124.74,256.28,"1",290.48,290.48,256.73,452.75,"","","365Strong","2016-07-09","USA","NC","Charlotte Europa Games",1318808,3
"Luis Gonzalez","M","SBD","Single-ply",32,"24-34","M_OES_APF",89.65,"90",110,-122.5,-127.5,NA,110,70,80,85,NA,85,127.5,140,150,NA,150,345,"1",220.68,220.68,212.69,303.73,"","","APF","2018-04-07","USA","FL","Gulf Coast Spring Bash",616702,3
"Melissa Haberstroh","F","SBD","Raw",37,"35-39","F-OAAR",66.45,"67.5",105,110,-115,NA,110,57.5,60,62.5,NA,62.5,147.5,155,162.5,NA,162.5,335,"1",345.8,345.8,305.13,565.24,"","","APF","2016-09-24","USA","SD","Midwest Iron Reaping",636300,3
"Allen Ottolangui","M","SBD","Single-ply",48.5,"45-49","Masters 1",74.9,"75",235,-250,250,NA,250,137.5,145,-150,NA,145,-235,235,-242.5,NA,235,630,"4",449.33,492.92,434.65,563.56,"Yes","UK","IPF","2009-09-28","Czechia","","World Masters Powerlifting Championships",1056742,3
"Inger Blikra","F","SBD","Single-ply",47.5,"45-49","Open",74.2,"75",210,-225,225,NA,225,142.5,-147.5,-147.5,NA,142.5,210,-220,-227.5,NA,210,577.5,"2",552.72,598.05,486.4,692.9,"Yes","Norway","EPF","2009-05-05","Finland","","European Powerlifting Championships",785883,3
"Julie Leising","F","SBD","Raw",24,"24-34","F-R-OP",74.1,"75",92.5,97.5,102.5,NA,102.5,45,52.5,-55,NA,52.5,110,122.5,127.5,NA,127.5,282.5,"7",270.61,270.61,238.15,454.27,"","","CPF","2015-06-27","Canada","ON","Nationals",1222859,3
"Sean Nash","M","SBD","Single-ply",18.5,"18-19","M-V",110.4,"125",180,192.5,207.5,NA,207.5,115,125,-135,NA,125,182.5,-197.5,207.5,NA,207.5,540,"8",317.44,330.13,304.04,397.68,"Yes","","USAPL","2016-04-01","USA","","High School Nationals",747573,3
"Gary Bradshaw","M","SBD","Multi-ply",46,"45-49","Open",99.25,"100",295,320,-342.5,NA,320,182.5,-195,-195,NA,182.5,250,-285,-285,NA,250,752.5,"5",459.36,490.59,441.57,562.93,"","","APF","2006-04-01","USA","TX","Texas State Open Powerlifting Championships",621698,3
"高橋 長治","M","SBD","Raw",53.5,"50-54","Masters 2",79.95,"83",-170,170,-180,NA,170,140,145,-150,NA,145,190,205,-220,NA,205,520,"1",355.14,420.49,343.07,519.3,"Yes","","JPA","2015-10-18","Japan","","Japanese Businessmen's Powerlifting Championships",53731,3
"Waldemar Kexel","M","SBD","Single-ply",56,"55-59","Masters 2",105.4,"120",165,175,182.5,NA,182.5,122.5,130,132.5,NA,132.5,195,205,215,NA,215,530,"3",316.28,394.09,303.46,400.37,"Yes","","BVDK","2015-02-27","Germany","","DM KDK Aktive & Senioren",20650,3
"Brendan Matsuyama","M","SBD","Raw",19.5,"20-23","MR-T3",97.3,"105",222.5,235,245,NA,245,127.5,135,-142.5,NA,135,245,260,270,NA,270,650,"1",400.09,412.09,384.81,588.68,"Yes","","USAPL","2016-07-16","USA","CA","California State Games",708155,3
"Michael Trentin","M","SBD","Multi-ply",28,"24-34","MO-MP",80.6,"82.5",-220,225,-235,NA,225,165,172.5,180,NA,180,-260,260,-288.5,NA,260,665,"1",451.87,451.87,436.44,565.72,"","Australia","CAPO","2011-08-27","Australia","NSW","Nationals",917477,3
"Jay Lacambra","M","SBD","Wraps",25,"24-34","M-O",95.8,"100",170,177.5,190,NA,190,97.5,105,115,NA,115,175,197.5,210,NA,210,515,"3",319.14,319.14,307.09,453.42,"","","CPF","2016-11-19","Canada","ON","Fall at Forge",1222474,3
"Robert Love","M","SBD","Single-ply",38,"35-39","Open",91.66,"93",300,315,322.5,NA,322.5,185,192.5,-197.5,NA,192.5,270,290,-300,NA,290,805,"13",509.24,509.24,490.54,624.52,"Yes","UK","IPF","2015-11-09","Luxembourg","","World Powerlifting Championships",1044623,3
"Natascha Gulik","F","SBD","Single-ply",18.5,"18-19","Juniors",71.5,"75",120,130,-145,NA,130,-85,85,-95,NA,85,120,130,-142.5,NA,130,345,"5",338.31,351.84,298.05,463.22,"Yes","Belarus","EPF","1998-05-18","Russia","","European Juniors Powerlifting Championships",781505,3
"Murod Aliev","M","SBD","Single-ply",28.5,"24-34","Open",67.5,"67.5",150,-170,-170,NA,150,100,-115,-115,NA,100,180,-200,NA,NA,180,430,"4",331.54,331.54,321.59,431.77,"Yes","Tajikistan","AsianPF","2008-05-04","Uzbekistan","","Asian Powerlifting Championships",1373714,4
"Konstantin Lebedko","M","SBD","Single-ply",33.5,"24-34","Open",104.27,"105",360,375,385,NA,385,275,282.5,-287.5,NA,282.5,310,-325,-325,NA,310,977.5,"4",585.55,585.55,562.01,696.55,"Yes","Russia","EPF","2015-05-06","Germany","","European Open Men's Championships",771709,3
"Miguel Noval Cueto","M","SBD","Raw",19.5,"20-23","JUN",73.35,"74",175,182.5,190,NA,190,110,115,117.5,NA,117.5,205,215,-220,NA,215,522.5,"2",378.22,389.56,366.04,556.3,"Yes","","AEP","2019-02-02","Spain","","III Campeonato Regional del Noroeste de Powerlifting",590063,3
"Jioje Eric Hanfakaga","M","SBD","Raw",42.5,"40-44","Open",100.6,"105",200,210,-230,NA,210,130,145,150,NA,150,190,207.5,212.5,NA,212.5,572.5,"6",347.59,354.54,334,497.7,"Yes","Fiji","OceaniaPF","2011-09-08","New Caledonia","","Pacific Games",1276310,3
"Jonathon Smith","M","SBD","Raw",25,"24-34","M_OR_APF",86.4,"90",162.5,-180,-180,NA,162.5,115,-127.5,NA,NA,115,75,NA,NA,NA,75,352.5,"3",229.95,229.95,221.79,306.01,"","","APF","2015-06-12","USA","MI","Raw Nationals",625242,6
"Joshua Sparks","M","SBD","Raw",24.5,"24-34","MR-O",82.4,"83",200,210,-220,NA,210,155,165,-170,NA,165,200,220,235,NA,235,610,"5",408.94,408.94,394.8,610.9,"Yes","","USAPL","2016-07-30","USA","OH","Ohio State Championship",753654,3
"Jordan Hanna","M","SBD","Wraps",22,"20-23","M-O-R",103.4,"110",230,240,262.5,NA,262.5,145,160,172.5,NA,172.5,265,287.5,297.5,NA,297.5,732.5,"2",440.12,444.52,422.55,649.56,"","Canada","APF","2014-07-26","USA","ND","ND Powerlifting Championships",630794,3
"Jim Jeurink","M","SBD","Multi-ply",60,"60-64","M_ME_5_AAPF",95.1,"100",200,-215,NA,NA,200,112.5,125,-132.5,NA,125,185,215,220,NA,220,545,"2",338.84,454.05,326.11,432.53,"Yes","USA","APF","2013-04-26","USA","MI","Amateur National Powerlifting Championships",616772,4
"Simon Crossan","M","SBD","Raw",31,"24-34","Open",83.04,"93",-170,-170,-170,NA,NA,110,120,-122.5,NA,120,180,200,220,NA,220,NA,"DQ",NA,NA,NA,NA,"Yes","","NZPF","2015-11-21","New Zealand","WGN","Bledisbro Open",932781,9
"Kal-El Jones","M","SBD","Raw",10.5,"5-12","MR-Y2",31.2,"35",35,42.5,47.5,NA,47.5,22.5,-30,-30,NA,22.5,55,62.5,70,NA,70,140,"2",186.96,258,187.89,NA,"Yes","","USAPL","2019-02-02","USA","LA","Youth Nationals",707699,4
"Matt Sohmer","M","SBD","Raw",21.5,"20-23","MR-Jr",117.2,"120",350,365,-370,NA,365,125,135,140,NA,140,322.5,-350,-350,NA,322.5,827.5,"2",478.47,483.25,457.12,692.88,"Yes","USA","USAPL","2015-10-15","USA","","Raw Nationals",663693,3
"Andriy Yaremus","M","SBD","Wraps",34.5,"24-34","Pro Open",111.6,"125",-300,300,NA,NA,300,175,185,190,NA,190,265,280,290,NA,290,780,"1",457.04,457.04,437.56,666.63,"","Ukraine","WPAU","2012-03-08","Ukraine","","Open Ukraine Championships",1265354,4
"Tristan LeBherz","M","SBD","Wraps",26,"24-34","M-OR",98.4,"100",210,-220,NA,NA,210,145,152.5,-157.5,NA,152.5,220,240,-252.5,NA,240,602.5,"11",369.09,369.09,354.89,535.63,"","Australia","GPC-AUS","2016-04-08","Australia","QLD","QLD State Championships",4869,4
"Morten Syverstad","M","SBD","Single-ply",18.5,"18-19","Juniors 19-23",62.5,"67.5",115,-125,NA,NA,115,90,97.5,-102.5,NA,97.5,130,150,160,NA,160,372.5,"1",306.32,318.57,297.94,402.99,"Yes","","NSF","1991-02-21","Norway","","Seriestevne",560129,4
"Carl Constant","M","SBD","Raw",26.5,"24-34","MR-O",119.8,"120",175,-187.5,190,NA,190,135,145,-152.5,NA,145,217.5,235,-250,NA,235,570,"2",327.83,327.83,312.89,445.14,"Yes","","USAPL","2016-06-05","USA","NJ","New Jersey Summer Classic",667793,3
"Yen-Tzu Huang","F","SBD","Single-ply",23,"20-23","Juniors",51.48,"52",135,145,152.5,NA,152.5,85,95,-100,NA,95,150,160,-165,NA,160,407.5,"1",511.96,511.96,453.98,604.85,"Yes","Taiwan","AsianPF","2015-07-20","Hong Kong","","Asian Powerlifting Championships",1371804,3
"Gabriel Oshode","M","SBD","Raw",32.5,"24-34","MR-O",102.85,"105",247.5,260,267.5,NA,267.5,125,135,140,NA,140,275,287.5,292.5,NA,292.5,700,"1",421.42,421.42,404.67,618.98,"Yes","","USAPL","2019-01-19","USA","NY","Northeast Iron Beast Winter Classic VI",716758,3
"Tamara Navarro","F","SBD","Raw",21.5,"20-23","Open",57,"57",95,103,-108,NA,103,-45,45,-47.5,NA,45,115,127.5,-133,NA,127.5,275.5,"1",319.69,322.89,282.68,495.39,"Yes","Australia","PA","2014-02-08","Australia","VIC","Mildura Open",210882,3
"Guillaume Boulard","M","SBD","Raw",22.5,"20-23","Juniors",73.3,"74",-165,165,-175,NA,165,100,-102.5,-102.5,NA,100,200,210,-215,NA,210,475,"12",344,344,332.93,498.27,"Yes","","FFForce","2017-04-29","France","","France Force Athlétique Jeunes",1258471,3
"Mikhail Brylin","M","SBD","Multi-ply",23,"20-23","O",108.7,"110",-370,370,390,NA,390,240,-253,253,-255,253,330,350,-360,NA,350,992.5,"1",586.25,586.25,561.84,691.6,"","Russia","WPC-RUS","2008-03-18","Russia","","Russian National Championships",1206579,2
"Mikael Salomäki","M","SBD","Raw",11.5,"5-12","Under 15",65.34,"66",92.5,97.5,-100,NA,97.5,42.5,47.5,-50,NA,47.5,112.5,117.5,120,NA,120,265,"2",209.81,279.05,203.73,266.8,"Yes","","SVNL","2015-11-28","Finland","","Nuorten klassisen voimanoston SM-kisat",994902,3
"Johann Goldstein","M","SBD","Single-ply",61,"60-64","Open",87.5,"93",180,200,NA,NA,200,100,130,137.5,NA,137.5,220,240,-260,NA,240,577.5,"3",374.15,511.08,360.77,476.15,"Yes","Germany","BVDK","2019-01-12","Germany","BY","Bayernliga KDK 1. Wettkampftag",17356,4
"Tyler Tan","M","SBD","Raw",21.5,"20-23","MR-Jr",92,"93",210,220,227.5,NA,227.5,137.5,145,-150,NA,145,235,247.5,-257.5,NA,247.5,620,"2",391.5,395.42,377.09,578.04,"Yes","","USAPL","2016-04-30","USA","NY","SBWC Spring Classic",682252,3
"Jamie Connolly","M","SBD","Single-ply",32.5,"24-34","Open",148.3,"120+",-300,310,-330,NA,310,230,240,250,NA,250,305,-320,-325,NA,305,865,"1",479.37,479.37,453.09,527.82,"Yes","","PA","2016-08-05","Australia","VIC","Australian Equipped Powerlifting Championships",210414,3
"Iiro Jokipalo","M","SBD","Wraps",23,"20-23","J",103.4,"110",250,275,300,-310,300,145,152.5,-155,NA,152.5,240,255,-265,NA,255,707.5,"1",425.1,425.1,408.13,624.5,"","Finland","FPO","2015-05-16","Finland","","RAW SM-Voimanosto",1381398,2
"Yevgen Vyborov","M","SBD","Single-ply",18.5,"18-19","Open",51.45,"52",165,-175,-177.5,NA,165,80,87.5,92.5,NA,92.5,155,165,172.5,NA,172.5,430,"3",426.7,443.77,419.52,526.48,"Yes","","UkrainePF","2002-02-27","Ukraine","","Ukrainian Powerlifting Championships",37160,3
"Evgeniy Burtsev","M","SBD","Single-ply",18.5,"18-19","Open",74.5,"75",250,-260,-260,NA,250,160,167.5,-175,NA,167.5,250,260,-272.5,NA,260,677.5,"6",485.02,504.42,469.24,603.4,"Yes","","FPR","2001-10-09","Russia","","Russian Powerlifting Cup",952303,3
"Chad Landers","M","SBD","Raw",43,"40-44","Open",75.2,"82.5",120,132.5,140,NA,140,97.5,105,-112.5,NA,105,155,170,-182.5,NA,170,415,"1",295.17,304.32,285.5,416.25,"Yes","USA","USAPL","2012-02-11","USA","CA","California State Powerlifting and Bench Press Championships",187676,3
"Mykhaylo Tsiomashko","M","SBD","Wraps",18.5,"18-19","T3",62.9,"67.5",90,100,105,NA,105,70,NA,72.5,NA,72.5,110,120,125,NA,125,302.5,"1",247.38,257.27,240.55,327.63,"Yes","","WPC-UKR","2016-04-16","Ukraine","","Open Ukraine Championships",643695,4
"Joy Mineo","F","SBD","Raw",51,"50-54","Masters 2",67.1,"72",112.5,117.5,120,NA,120,70,75,77.5,NA,77.5,155,165,-172.5,NA,165,362.5,"1",371.56,426.18,327.8,609.88,"Yes","UK","EPF","2019-03-05","Hungary","","European Masters Women's Classic Championships",786852,3
"Katinka van Baalen","F","SBD","Raw",20.5,"20-23","Juniors",62.3,"63",105,-112.5,-112.5,NA,105,72.5,77.5,-80,NA,77.5,140,147.5,-155,NA,147.5,330,"8",357.43,364.57,315.66,573.34,"Yes","Netherlands","EPF","2017-03-12","Denmark","","European Classic Powerlifting Championships",780962,3
"白石 匡","M","SBD","Single-ply",34,"24-34","Open",58.08,"59",205,215,-220,NA,215,137.5,145,150,NA,150,225,-232.5,232.5,NA,232.5,597.5,"2",525.21,525.21,512.56,638.8,"Yes","","JPA","2014-06-21","Japan","","Japanese Powerlifting Championships",56153,3
"Andriy Goncharuk","M","SBD","Wraps",23.5,"24-34","Pro Open",100,"100",-280,-280,280,NA,280,160,167.5,-170,NA,167.5,280,290,-300,NA,290,737.5,"1",448.83,448.83,431.36,667.98,"","Ukraine","WPAU","2012-03-08","Ukraine","","Open Ukraine Championships",1265350,3
"Christian Buchs","M","SBD","Single-ply",58.5,"55-59","Masters 2",99.01,"100",270,285,-300,NA,285,130,140,150,NA,150,230,-245,-245,NA,230,665,"5",406.34,524.59,390.64,504.53,"Yes","France","IPF","2006-10-02","USA","TX","World Masters Powerlifting Championships",1029664,3
"Michael Scadden","M","SBD","Raw",43.5,"40-44","MR-M",93,"93",152.5,160,-172.5,NA,160,135,140,-145,NA,140,-195,195,207.5,NA,207.5,507.5,"1",318.81,328.69,306.99,454.47,"Yes","","USAPL","2019-03-09","USA","AK","Alaska Fairbanks Showdown",690700,3
"Miguel Marie-Sainte","M","SBD","Single-ply",20.5,"20-23","Juniors",88.2,"90",245,255,262.5,NA,262.5,175,185,-190,NA,185,250,265,-272.5,NA,265,712.5,"7",459.65,468.84,443.15,571.36,"Yes","France","IPF","1989-09-14","Sweden","","World Juniors Powerlifting Championships",1030767,3
"Brittany Barksdale","F","SBD","Raw",19.5,"20-23","FR-Jr",76.1,"84",142.5,157.5,165,NA,165,77.5,85,-92.5,NA,85,152.5,167.5,177.5,NA,177.5,427.5,"1",402.75,414.84,354.08,680.77,"Yes","","USAPL","2016-11-19","USA","TX","Longhorn Open",687942,3
"Selİn Zeynep Güçlü","F","SBD","Wraps",18.5,"18-19","Open",54.4,"56",90,100,-105,NA,100,40,-45,-45,NA,40,110,120,-130,NA,120,260,"2",312.94,325.46,277,476.36,"","","WRPF","2018-02-02","Turkey","","Turkey Championships",804762,3
"Ivan Vasyunin","M","SBD","Multi-ply",33,"24-34","Elite Open",100.7,"110",-380,-380,380,NA,380,-290,-290,290,NA,290,300,-335,-355,NA,300,970,"1",588.7,588.7,565.67,704.26,"","Russia","NAP","2016-09-30","Russia","","Golden Tiger Classic",537455,3
"Dennis Lu","M","SBD","Raw",18.5,"18-19","MR-Jr",91.6,"93",165,-167.5,-187.5,NA,165,102.5,112.5,-125,NA,112.5,182.5,205,-220,NA,205,482.5,"9",305.33,317.54,294.12,432.33,"Yes","","USAPL","2015-08-15","USA","NY","Limitless Championship",745213,3
"Ricardo Jaramillo","M","SBD","Wraps",36,"35-39","O",98.7,"100",250,-280,290,NA,290,160,180,185,NA,185,-240,-250,250,NA,250,725,"2",443.58,443.58,426.48,660.51,"","Argentina","GPC","2016-11-26","Brazil","","South American Championships",1227294,3
"Konstantin Dyashkin","M","SBD","Single-ply",29.5,"24-34","Open",82.8,"83",325,342.5,-350,NA,342.5,200,-210,210,NA,210,-315,315,-320,NA,315,867.5,"5",579.89,579.89,559.79,708.39,"Yes","Russia","FPR","2014-02-26","Russia","","Russian Powerlifting Championship",950518,3
"Teresa Lei","F","SBD","Raw",21,"20-23","Juniors 20-24",67.3,"67.5",105,112.5,121.5,NA,121.5,45,47.5,-50,NA,47.5,140,147.5,158.5,160.5,158.5,327.5,"1",334.97,341.67,295.5,549.21,"Yes","","RAW-CAN","2018-02-17","Canada","AB","Iron Challenge",653349,2
"Nicholas Fresneda","M","SBD","Raw",18.5,"18-19","MR-O",79,"83",147.5,157.5,-162.5,NA,157.5,95,100,105,NA,105,170,182.5,192.5,NA,192.5,455,"17",313.13,325.65,302.56,447.72,"Yes","","USAPL","2016-12-03","USA","RI","New England Open",708552,3
"Collin Dunnam","M","SBD","Raw",22.5,"20-23","MR-O",88.2,"93",265,-287.5,-287.5,NA,265,142.5,150,-155,NA,150,287.5,305,-310,NA,305,720,"2",464.49,464.49,447.81,703.83,"Yes","","USAPL","2019-04-06","USA","MD","Maryland State Championships",731939,3
"Vladimir Agafovov","M","SBD","Single-ply",21.5,"20-23","Open",84.1,"90",190,200,207.5,NA,207.5,162.5,167.5,170,NA,170,240,-250,-250,NA,240,617.5,"19",409.01,413.1,394.71,516.62,"Yes","","FPR","1998-04-09","Russia","","Russian Juniors Powerlifting Championships",943638,3
"Geoffrey Holmes","M","SBD","Raw",55,"55-59","Masters 2",133.05,"120+",205,215,227.5,NA,227.5,110,120,-127.5,NA,120,225,240,250,NA,250,597.5,"2",336.58,412.32,319.63,443.35,"Yes","New Zealand","OceaniaPF","2016-12-08","New Zealand","","Asia & Oceania Classic Powerlifting Championships",1275209,3
"Angelo Xepapas","M","SBD","Wraps",59,"55-59","MR-O",89.7,"90",170,-180,-180,NA,170,70,85,100,NA,100,200,220,-230,-230,220,490,"3",313.35,412.05,301.99,446.71,"","","WRPF-AUS","2016-04-30","Australia","TAS","Tasmanian Championships",812059,2
"Cynthia Leu","F","SBD","Raw",22,"20-23","FR-O",62.28,"63",122.5,132.5,137.5,NA,137.5,62.5,67.5,-70,NA,67.5,142.5,-152.5,-152.5,NA,142.5,347.5,"2",376.47,380.24,332.48,604.78,"Yes","USA","USAPL","2015-05-23","USA","CA","Boss of NorCal",724156,3
"Kaleb Murray","M","SBD","Single-ply",20.5,"20-23","M-C",100.1,"105",202.5,212.5,222.5,NA,222.5,137.5,142.5,147.5,NA,147.5,227.5,235,-237.5,NA,235,605,"12",368.05,375.41,353.71,461.37,"Yes","","USAPL","2016-04-14","USA","","Collegiate Nationals",717998,3
"José Fernández","M","SBD","Wraps",77,"75-79","M 75-79",98.7,"100",70,90,110,NA,110,40,50,55,NA,55,130,150,170,NA,170,335,"1",204.96,393.12,197.06,259.65,"","","AAP","2016-08-12","Argentina","","Campeonato Argentino",941756,3
"Kyle Low","M","SBD","Wraps",23,"20-23","MJR-AD",81.01,"82.5",175,-192.5,-192.5,NA,175,102.5,117.5,-127.5,NA,117.5,212.5,227.5,240,NA,240,532.5,"1",360.7,360.7,348.35,528.84,"Yes","","UPA","2012-04-21","USA","IA","Nationals",1362370,3
"Harry Bowman","M","SBD","Wraps",23,"20-23","M-OR",73.7,"75",195,215,-230,NA,215,110,117.5,122.5,NA,122.5,200,215,-230,NA,215,552.5,"3",398.57,398.57,385.7,591.02,"","Australia","GPC-AUS","2017-04-22","Australia","VIC","VIC States",4019,3
"Takayuki Kuroda","M","SBD","Single-ply",20.5,"20-23","Juniors",55.6,"56",165,-175,-175,NA,165,100,-105,-105,NA,100,170,180,-185,NA,180,445,"8",407.96,416.12,399.1,510.03,"Yes","Japan","IPF","1993-10-29","Canada","ON","World Juniors Powerlifting Championships",1055238,3
"Kevin Witkowski","M","SBD","Single-ply",17.5,"18-19","M-T2",65.5,"67.5",-174.6,174.6,183.7,NA,183.7,83.9,93,-97.5,NA,93,197.3,NA,NA,NA,197.3,474,"3",374.53,397,363.64,478.83,"Yes","","USAPL","2016-02-27","USA","WI","South Milwaukee National Qualifier",671266,5
"Pavel Erban","M","SBD","Wraps",66,"65-69","M6",89.7,"90",95,115,-130,NA,115,75,-82.5,-82.5,NA,75,120,135,145,NA,145,335,"2",214.23,323.7,206.46,278.6,"","Czechia","GPC","2018-09-16","Hungary","","World Championships",1237429,3
